,vmId,cluster,virtualDatacenter,ip_addresses,os,os_name,vmState,vCpu,vmName,vRam,vinfo_provisioned,vinfo_used,vmdkTotal,vmdkUsed
0,vm-4706,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2008 (64-bit),,poweredOff,2,28kv1,4.0,104.5517578125,100.0,100.0,100.0
1,vm-5977,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2016 or later (64-bit),,poweredOff,2,2k16test,4.0,44.5517578125,40.0,40.0,40.0
2,vm-4445,BRB-UCS-Linux-01,BRB,157.139.250.77,Red Hat Enterprise Linux 8 (64-bit),abclic01-b,poweredOn,8,abclic01-b,32.0,132.0849609375,132.0849609375,100.0,10.8046875
3,vm-5071,BRB-UCS-Linux-01,BRB,10.63.215.132,FreeBSD (64-bit),brbadcag01,poweredOn,2,brbadcag01,8.0,28.087890625,28.087890625,20.0,5.9052734375
4,vm-4426,BRB-UCS-Linux-01,BRB,10.63.215.133,FreeBSD (64-bit),brbadcag02,poweredOn,2,brbadcag02,8.0,48.0888671875,33.4619140625,20.0,8.484375
5,vm-95083,BRB-UCS-Linux-01,BRB,10.63.225.130,FreeBSD (64-bit),BRBADCAGT03,poweredOn,2,BRBADCAGT03,8.0,28.0791015625,28.0791015625,20.0,6.1923828125
6,vm-179857,BRB-UCS-Linux-01,BRB,no ip,none specified,,poweredOff,2,brbadcagt03-clone,8.0,28.5517578125,20.0,20.0,20.0
7,vm-102637,BRB-UCS-Linux-01,BRB,10.63.225.131,FreeBSD (64-bit),ns,poweredOn,2,BRBADCAGT04,8.0,28.080078125,28.080078125,20.0,5.619140625
8,vm-179859,BRB-UCS-Linux-01,BRB,no ip,none specified,,poweredOff,2,brbadcagt04-clone,8.0,28.5517578125,20.0,20.0,20.0
9,vm-5074,BRB-UCS-Linux-01,BRB,10.63.215.135,FreeBSD (64-bit),brbadclbs01,poweredOn,2,brbadclbs01,8.0,28.087890625,28.087890625,20.0,8.4140625
10,vm-4422,BRB-UCS-Linux-01,BRB,10.63.215.136,FreeBSD (64-bit),brbadclbs02,poweredOn,2,brbadclbs02,8.0,28.0888671875,28.0888671875,20.0,6.68359375
11,vm-4424,BRB-UCS-Linux-01,BRB,10.63.225.132,FreeBSD (64-bit),brbadclbst03,poweredOn,2,brbadclbst03,8.0,28.080078125,28.080078125,20.0,5.0244140625
12,vm-116765,BRB-UCS-Linux-01,BRB,10.63.225.133,FreeBSD (64-bit),brbadclbst04,poweredOn,2,BRBADCLBST04,8.0,28.080078125,28.080078125,20.0,4.4521484375
13,vm-16800,BRB-UCS-Linux-01,BRB,10.63.215.147,FreeBSD (64-bit),brbadcwaf01,poweredOn,2,brbadcwaf01,8.0,48.0888671875,48.0888671875,40.0,9.09375
14,vm-16801,BRB-UCS-Linux-01,BRB,10.63.215.148,FreeBSD (64-bit),brbadcwaf02,poweredOn,2,brbadcwaf02,8.0,48.087890625,48.087890625,40.0,9.0869140625
15,vm-133413,BRB-UCS-Linux-01,BRB,10.63.225.135,FreeBSD (64-bit),brbadcwaft03,poweredOn,2,BRBADCWAFT03,8.0,28.0791015625,28.0791015625,20.0,8.8779296875
16,vm-113737,BRB-UCS-Linux-01,BRB,10.63.225.136,FreeBSD (64-bit),brbadcwaft04,poweredOn,2,BRBADCWAFT04,8.0,28.0791015625,28.0791015625,20.0,6.3564453125
17,vm-5527,BRB-UCS-Windows-01,BRB,157.139.241.43,Microsoft Windows Server 2016 or later (64-bit),BRBBREEZP01.company.net,poweredOn,4,BRBBREEZP01,8.0,208.1240234375,208.1240234375,200.0,51.587890625
18,vm-6014,BRB-UCS-Windows-01,BRB,157.139.241.44,Microsoft Windows Server 2016 or later (64-bit),BRBBREEZT01.company.net,poweredOn,4,BRBBREEZT01,8.0,168.1298828125,168.1298828125,160.0,39.80078125
19,vm-4697,BRB-UCS-Linux-01,BRB,10.63.215.151,FreeBSD 11 (64-bit),brbctxadm03,poweredOn,8,brbctxadm03,32.0,402.0869140625,402.0869140625,370.0,72.6259765625
20,vm-4428,BRB-UCS-Linux-01,BRB,10.63.215.150,FreeBSD 11 (64-bit),brbctxadm04,poweredOn,8,brbctxadm04,32.0,402.1142578125,402.1142578125,370.0,71.572265625
21,vm-5508,BRB-UCS-Linux-01,BRB,157.139.225.6,Microsoft Windows Server 2016 or later (64-bit),BRBDGOP01.company.net,poweredOn,8,BRBDGOP01,64.0,1338.3154296875,1338.3154296875,1274.0,377.89453125
22,vm-5530,BRB-UCS-Windows-01,BRB,157.139.225.7,Microsoft Windows Server 2016 or later (64-bit),BRBDGOSQLP01.company.net,poweredOn,8,BRBDGOSQLP01,64.0,1338.4462890625,1338.4462890625,1274.0,942.490234375
23,vm-5464,BRB-UCS-Windows-01,BRB,10.63.36.36,Microsoft Windows Server 2019 (64-bit),BRBIMOP01.company.net,poweredOn,12,BRBIMOP01,32.0,302.4580078125,302.4580078125,270.0,78.30078125
24,vm-6016,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2012 (64-bit),BRBIMOP01.company.net,poweredOff,12,BRBIMOP01_2012OS,32.0,302.578125,270.0166015625,270.0,270.0166015625
25,vm-3541,BRB-UCS-Windows-01,BRB,10.63.36.37,Microsoft Windows Server 2019 (64-bit),BRBIMOT01.company.net,poweredOn,12,BRBIMOT01,32.0,302.263671875,302.263671875,270.0,220.796875
26,vm-6017,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2012 (64-bit),,poweredOff,12,BRBIMOT01_oldOS,32.0,302.5791015625,270.017578125,270.0,270.017578125
27,vm-5951,BRB-UCS-Windows-01,BRB,157.139.225.207,Microsoft Windows Server 2016 or later (64-bit),BRBMPOGP01.company.net,poweredOn,2,BRBMPOGP01,8.0,188.1650390625,188.1650390625,180.0,24.572265625
28,vm-5949,BRB-UCS-Windows-01,BRB,157.139.225.208,Microsoft Windows Server 2016 or later (64-bit),BRBMPOGSQLP01.company.net,poweredOn,4,BRBMPOGSQLP01,16.0,831.3828125,831.3828125,815.0,62.75
29,vm-3531,_MGMT-CIM,BRB,157.139.6.228,Microsoft Windows Server 2016 or later (64-bit),BRBNBMASTERP01.company.net,poweredOn,8,BRBNBMASTERP01,48.0,2164.3720703125,2164.3720703125,2115.74609375,1613.51953125
30,vm-3535,BRB-UCS-Windows-01,BRB,157.139.6.81,Microsoft Windows Server 2019 (64-bit),brbnbopscntrp03.company.net,poweredOn,4,brbnbopscntrp03,16.0,216.12109375,216.12109375,200.0,55.14453125
31,vm-4703,BRB-UCS-Linux-01,BRB,no ip,Red Hat Enterprise Linux 6 (64-bit),,poweredOff,2,brbnbvcPluginp01,4.0,24.3623046875,20.009765625,20.0,20.009765625
32,vm-85096,_MGMT-CIM,BRB,157.139.237.127,Other 2.6.x Linux (64-bit),ci-00505697AD34,poweredOn,6,brboneviewv2,16.0,176.3935546875,176.3935546875,160.0,8.2099609375
33,vm-5107,BRB-UCS-Windows-01,BRB,157.139.238.90,Microsoft Windows Server 2019 (64-bit),BRBSYNGP01.company.net,poweredOn,8,BRBSYNGP01,32.0,5890.4638671875,5890.4638671875,5858.0,2301.359375
34,vm-55643,_MGMT-CIM,BRB,157.139.237.28,Microsoft Windows Server 2012 (64-bit),BRBUTILP01.company.net,poweredOn,4,BRBUTILP01,8.0,678.486328125,678.486328125,670.0,371.4248046875
35,vm-12115,_MGMT-CIM,BRB,157.139.237.29,Microsoft Windows Server 2019 (64-bit),BRBUTILP02.company.net,poweredOn,4,BRBUTILP02,16.0,596.451171875,596.451171875,580.0,101.349609375
36,vm-18,_MGMT-CIM,BRB,157.139.237.26,VMware Photon OS (64-bit),brbvcp02.company.net,poweredOn,8,brbvcp02,28.0,2242.6298828125,2242.6298828125,2214.169921875,221.30078125
37,vm-8343,_MGMT-CIM,BRB,no ip,VMware Photon OS (64-bit),brbvropsp04.company.net,poweredOff,2,brbvropsp04,8.0,92.9462890625,84.3935546875,84.0,84.3935546875
38,vm-8344,_MGMT-CIM,BRB,no ip,VMware Photon OS (64-bit),brbvropsp05.company.net,poweredOff,2,brbvropsp05,8.0,92.9482421875,84.3955078125,84.0,84.3955078125
39,vm-4483,BRB-UCS-Linux-01,BRB,157.139.250.99,Red Hat Enterprise Linux 8 (64-bit),comppath01,poweredOn,4,comppath01,16.0,116.0810546875,116.0810546875,100.0,56.419921875
40,vm-71009,ITSVM2,BRB,140.251.7.59,Microsoft Windows Server 2016 or later (64-bit),CTSCCFTEST4.company.net,poweredOn,2,CTSCCFTEST4,16.0,556.4736328125,556.4736328125,540.0,148.763671875
41,vm-3142,ITSVM2,BRB,140.251.7.38,Microsoft Windows Server 2016 or later (64-bit),CTSCDev1.company.net,poweredOn,2,CTSCDev1,16.0,336.5498046875,336.5498046875,320.0,93.31640625
42,vm-81605,ITSVM2,BRB,140.251.7.55,Microsoft Windows Server 2022 (64-bit),ctscdev-srv.company.net,poweredOn,2,ctscdev-srv,16.0,336.384765625,336.384765625,320.0,67.8642578125
43,vm-3144,ITSVM2,BRB,140.251.7.73,Microsoft Windows Server 2016 or later (64-bit),CTSCV2N.company.net,poweredOn,2,CTSCV2N,16.0,336.51171875,336.51171875,320.0,41.740234375
44,vm-84087,ITSVM2,BRB,140.251.7.31,Microsoft Windows Server 2022 (64-bit),CTSCV2-SRV.company.net,poweredOn,2,ctscv2-srv,16.0,336.3447265625,336.3447265625,320.0,38.0224609375
45,vm-21155,ITSVM2,BRB,no ip,Red Hat Enterprise Linux 7 (64-bit),,poweredOff,8,CTSCV34_broken,32.0,667.580078125,635.001953125,635.0,635.001953125
46,vm-3133,ITSVM2,BRB,140.251.10.24,Red Hat Enterprise Linux 7 (64-bit),ctscv35.ctsc.company.net,poweredOn,4,ctscv35,16.0,816.5224609375,816.5224609375,800.0,526.3095703125
47,vm-3134,ITSVM2,BRB,140.251.10.28,Red Hat Enterprise Linux 7 (64-bit),ctscv36.ctsc.company.net,poweredOn,8,ctscv36,32.0,673.634765625,673.634765625,635.0,176.833984375
48,vm-3145,ITSVM2,BRB,140.251.7.106,Microsoft Windows Server 2016 or later (64-bit),CTSCwebCampN.company.net,poweredOn,2,CTSCWebCampN,16.0,336.5126953125,336.5126953125,320.0,102.783203125
49,vm-84085,ITSVM2,BRB,140.251.7.28,Microsoft Windows Server 2022 (64-bit),CTSCWEBCAMP-SRV.company.net,poweredOn,2,ctscwebcamp-srv,16.0,336.345703125,336.345703125,320.0,93.1689453125
50,vm-3161,ITSVM2,BRB,2002:8cfb:6e8::8cfb:6e8,Microsoft Windows Server 2012 (64-bit),CUMCDCP01.company.net,poweredOn,4,CUMCDCP01,8.0,208.4462890625,208.4462890625,200.0,95.74609375
51,vm-5099,BRB-UCS-Windows-01,BRB,no ip,none specified,,poweredOff,2,DataCore2016-template,6.0,176.5537109375,170.001953125,170.0,170.001953125
52,vm-3482,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2016 or later (64-bit),,poweredOff,2,DataCore2016-template,6.0,176.5517578125,170.0,170.0,170.0
53,vm-183329,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2019 (64-bit),DCore2019-temp,poweredOff,2,datacore2019-template,8.0,248.1845703125,120.001953125,120.0,120.001953125
54,vm-4470,BRB-UCS-Linux-01,BRB,157.139.250.64,Red Hat Enterprise Linux 8 (64-bit),ed-prod-brb01.company.net,poweredOn,4,ed-prod-brb01,32.0,232.0810546875,232.0810546875,200.0,24.1435546875
55,vm-4479,BRB-UCS-Linux-01,BRB,157.139.250.71,Red Hat Enterprise Linux 8 (64-bit),ed-prod-brb02.company.net,poweredOn,4,ed-prod-brb02,32.0,232.0810546875,232.0810546875,200.0,23.083984375
56,vm-5524,BRB-UCS-Windows-01,BRB,157.139.238.100,Microsoft Windows Server 2016 or later (64-bit),ENT-KAYPENP02.company.net,poweredOn,2,ENT-KAYPENP02,8.0,108.1611328125,108.1611328125,100.0,34.08203125
57,vm-4716,BRB-UCS-Linux-01,BRB,no ip,Other Linux (64-bit),,poweredOff,2,ExtraHopECM01,4.0,48.3369140625,44.00390625,44.0,44.00390625
58,vm-4719,BRB-UCS-Windows-01,BRB,157.139.237.103,Microsoft Windows Server 2016 or later (64-bit),FABRIC-MANAGER.company.net,poweredOn,2,FABRIC-MANAGER,4.0,144.0830078125,144.0830078125,140.0,87.1328125
59,vm-4482,BRB-UCS-Linux-01,BRB,157.139.250.94,Red Hat Enterprise Linux 8 (64-bit),incident-response-02,poweredOn,1,incident-response-02,4.0,1214.078125,1214.078125,1210.0,6.8603515625
60,vm-4704,BRB-UCS-Linux-01,BRB,no ip,CentOS 4/5 (64-bit),,poweredOff,2,InsightIQ_4.1.3.88,8.0,76.171875,75.0,75.0,75.0
61,vm-3530,BRB-UCS-Linux-01,BRB,157.139.225.51,Red Hat Enterprise Linux 7 (64-bit),ipm-myeloid-ingest,poweredOn,4,ipm-myeloid-ingest,16.0,1100.1201171875,1100.1201171875,1084.0,535.6025390625
62,vm-4726,BRB-UCS-Linux-01,BRB,no ip,none specified,,poweredOn,2,isidev,6.0,1146.5849609375,1146.5849609375,1140.5,1146.5849609375
63,vm-4714,BRB-UCS-Linux-01,BRB,157.139.225.224,CentOS 7 (64-bit),dev-kiteworks-h1,poweredOn,4,its-devkiteworks,16.0,236.091796875,236.091796875,220.0,33.0244140625
64,vm-4476,BRB-UCS-Linux-01,BRB,no ip,CentOS 4/5 (64-bit),,poweredOff,4,its-devkiteworks-clone,16.0,236.333984375,220.0,220.0,220.0
65,vm-3160,ITSVM2,BRB,140.251.6.134,Microsoft Windows Server 2016 or later (64-bit),ITS-PUBMPRNTP01.company.net,poweredOn,4,ITS-PUBMPRNTP01,16.0,226.4482421875,226.4482421875,210.0,73.0947265625
66,vm-3162,ITSVM2,BRB,140.251.7.124,Microsoft Windows Server 2016 or later (64-bit),ITS-PUBPRNTP01.company.net,poweredOn,4,ITS-PUBPRNTP01,16.0,216.4833984375,216.4833984375,200.0,50.984375
67,vm-3163,ITSVM2,BRB,no ip,Microsoft Windows Server 2008 (64-bit),,poweredOff,8,ITS-PUBPRNTP01--ORIGINAL,16.0,266.3466796875,250.0078125,250.0,250.0078125
68,vm-159423,BRB-UCS-Windows-01,BRB,no ip,none specified,,poweredOff,2,ITSwin2022-STD_Base_OS,8.0,68.2119140625,60.0,60.0,60.0
69,vm-3599,BRB-UCS-Windows-01,BRB,no ip,none specified,,poweredOff,2,ITSwin2022-STD_Base_OS (do not use),8.0,68.2138671875,60.001953125,60.0,60.001953125
70,vm-3483,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2016 or later (64-bit),ITSWIN2022-temp,poweredOff,2,ITSwin2022-STD_Base_OS-20221117,8.0,68.2119140625,60.0,60.0,60.0
71,vm-15404,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2016 or later (64-bit),ITSWIN2022-temp,poweredOff,2,ITSwin2022-STD_Base_OS-20230120,8.0,68.2119140625,60.0,60.0,60.0
72,vm-46053,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2022 (64-bit),ITSWIN2022-temp,poweredOff,2,ITSwin2022-STD_Base_OS-20230418,8.0,68.212890625,60.0009765625,60.0,60.0009765625
73,vm-87605,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2022 (64-bit),ITSWIN2022-temp,poweredOff,2,ITSwin2022-STD_Base_OS-20230524,8.0,68.212890625,60.0,60.0,60.0
74,vm-105695,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2022 (64-bit),ITSWIN2022-temp,poweredOff,2,ITSwin2022-STD_Base_OS-20230622,8.0,68.2119140625,60.0,60.0,60.0
75,vm-120804,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2022 (64-bit),ITSWIN2022-temp,poweredOff,2,ITSwin2022-STD_Base_OS-20230830,8.0,158.212890625,150.0009765625,150.0,150.0009765625
76,vm-160233,BRB-UCS-Windows-01,BRB,no ip,none specified,,poweredOff,2,ITSwin2022-STD_EFI Base (do not use),6.0,41.2138671875,35.001953125,35.0,35.001953125
77,vm-155151,BRB-UCS-Windows-01,BRB,no ip,none specified,,poweredOff,2,itswin-2022-test3,8.0,158.2138671875,150.001953125,150.0,150.001953125
78,vm-3602,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2012 (64-bit),ITSWIN2K12R2v2,poweredOff,2,ITSWIN2K12R2v2,4.0,104.185546875,100.0009765625,100.0,100.0009765625
79,vm-4727,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2012 (64-bit),,poweredOff,4,ITSWIN2K12R2v2_OLD,8.0,108.5537109375,100.0,100.0,100.0
80,vm-3486,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2012 (64-bit),,poweredOff,2,ITSWIN2K12R2v2-for UC build,4.0,104.5517578125,100.0,100.0,100.0
81,vm-5998,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2012 (64-bit),,poweredOff,2,ITSWIN2K12R2v2-for UC build,4.0,104.5517578125,100.0,100.0,100.0
82,vm-5978,BRB-UCS-Windows-01,BRB,no ip,none specified,,poweredOff,2,ITSwin2k16-STD_Base_OS_v2,6.0,46.5732421875,40.0009765625,40.0,40.0009765625
83,vm-159652,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2016 (64-bit),ITSWIN2016-STD,poweredOff,2,ITSwin2k16-STD_Base_OS_v2,6.0,46.2138671875,40.0009765625,40.0,40.0009765625
84,vm-3600,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2016 or later (64-bit),ITSWIN2016-STD,poweredOff,2,ITSwin2k16-STD_Base_OS_v2 (do not use),6.0,46.2138671875,40.001953125,40.0,40.001953125
85,vm-3485,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2016 or later (64-bit),,poweredOff,2,ITSwin2k16-STD_Base_OS_v2-20221117,6.0,46.5712890625,40.0,40.0,40.0
86,vm-105693,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2016 or later (64-bit),ITSWIN2016-STD,poweredOff,2,ITSwin2k16-STD_Base_OS_v2-202300622,6.0,46.212890625,40.0,40.0,40.0
87,vm-15405,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2016 or later (64-bit),ITSWIN2016-STD,poweredOff,2,ITSwin2k16-STD_Base_OS_v2-20230120,6.0,46.212890625,40.0009765625,40.0,40.0009765625
88,vm-46052,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2016 or later (64-bit),ITSWIN2016-STD,poweredOff,2,ITSwin2k16-STD_Base_OS_v2-202304018,6.0,46.212890625,40.0009765625,40.0,40.0009765625
89,vm-87606,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2016 or later (64-bit),ITSWIN2016-STD,poweredOff,2,ITSwin2k16-STD_Base_OS_v2-20230524,6.0,46.21484375,40.001953125,40.0,40.001953125
90,vm-120775,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2016 or later (64-bit),ITSWIN2016-STD,poweredOff,2,ITSwin2k16-STD_Base_OS_v2-20230830,6.0,46.2138671875,40.001953125,40.0,40.001953125
91,vm-5075,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2016 or later (64-bit),,poweredOff,2,ITSWIN2k19-STD_Base_OS,4.0,64.552734375,60.0,60.0,60.0
92,vm-159574,BRB-UCS-Windows-01,BRB,no ip,none specified,,poweredOff,2,ITSWIN2k19-STD_Base_OS_v2,4.0,64.185546875,60.001953125,60.0,60.001953125
93,vm-3601,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2019 (64-bit),ITSWIN2K19-TEMP,poweredOff,2,ITSWIN2k19-STD_Base_OS_v2 (do not use),4.0,64.185546875,60.0009765625,60.0,60.0009765625
94,vm-15406,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2016 or later (64-bit),ITSWIN2K19-TEMP,poweredOff,2,ITSWIN2k19-STD_Base_OS_v2-20230120,4.0,64.1845703125,60.0,60.0,60.0
95,vm-46051,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2016 or later (64-bit),ITSWIN2K19-TEMP,poweredOff,2,ITSWIN2k19-STD_Base_OS_v2-20230227,4.0,64.1845703125,60.0,60.0,60.0
96,vm-64957,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2019 (64-bit),ITSWIN2K19-TEMP,poweredOff,2,ITSWIN2k19-STD_Base_OS_v2-20230418,4.0,64.1845703125,60.0009765625,60.0,60.0009765625
97,vm-87604,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2019 (64-bit),ITSWIN2K19-TEMP,poweredOff,2,ITSWIN2k19-STD_Base_OS_v2-20230524,4.0,64.1845703125,60.0009765625,60.0,60.0009765625
98,vm-105694,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2019 (64-bit),ITSWIN2K19-TEMP,poweredOff,2,ITSWIN2k19-STD_Base_OS_v2-20230622,4.0,64.1845703125,60.0,60.0,60.0
99,vm-120776,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2019 (64-bit),ITSWIN2K19-TEMP,poweredOff,2,ITSWIN2k19-STD_Base_OS_v2-20230830,4.0,64.1865234375,60.001953125,60.0,60.001953125
100,vm-3487,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2016 or later (64-bit),,poweredOff,2,ITSWIN2k19-STD_Base_OS-20221117,4.0,64.5517578125,60.0,60.0,60.0
101,vm-4480,BRB-UCS-Linux-01,BRB,157.139.225.216,CentOS 7 (64-bit),transfer-h1,poweredOn,4,kiteworks,16.0,5731.291015625,5731.291015625,5715.19921875,462.158203125
102,vm-4695,BRB-UCS-Linux-01,BRB,169.254.251.1,Red Hat Fedora (64-bit),lex-iblxrep1.company.net,poweredOn,8,lex-iblxrep2,64.0,1332.2265625,1332.2265625,1268.140625,289.7197265625
