,vmId,cluster,virtualDatacenter,ip_addresses,os,os_name,vmState,vCpu,vmName,vRam,vinfo_provisioned,vinfo_used,vmdkTotal,vmdkUsed
345,vm-165802,BRB-UCS-Windows-01,BRB,no ip,none specified,,poweredOff,2,vITS-WRGSQLP01-clone091223,8.0,108.5517578125,100.0,100.0,100.0
346,vm-4707,BRB-UCS-Linux-01,BRB,157.139.225.40,Red Hat Enterprise Linux 7 (64-bit),vITS-xits-syslogp03,poweredOn,3,vITS-xits-syslogp03,4.0,3104.087890625,3104.087890625,3100.0,420.763671875
347,vm-5485,BRB-UCS-Windows-01,BRB,157.139.237.35,Microsoft Windows Server 2019 (64-bit),vMED-INTDBP02.company.net,poweredOn,4,vMED-INTDBP02,16.0,916.1513671875,916.1513671875,900.0,677.2158203125
348,vm-4011,BRB-UCS-Windows-01,BRB,157.139.237.39,Microsoft Windows Server 2019 (64-bit),vMED-INTDBT02.company.net,poweredOn,2,vMED-INTDBT02,8.0,608.111328125,608.111328125,600.0,452.2060546875
349,vm-5487,BRB-UCS-Windows-01,BRB,157.139.6.52,Microsoft Windows Server 2019 (64-bit),vMED-INTWEBP02.company.net,poweredOn,16,vMED-INTWEBP02,64.0,194.412109375,194.412109375,130.0,65.931640625
350,vm-5488,BRB-UCS-Windows-01,BRB,157.139.226.112,Microsoft Windows Server 2019 (64-bit),vNEU-PSGP01.company.net,poweredOn,4,vNEU-PSGP01,16.0,216.146484375,216.146484375,200.0,155.1865234375
351,vm-4014,BRB-UCS-Windows-01,BRB,157.139.226.116,Microsoft Windows Server 2019 (64-bit),vNEU-PSGT01.company.net,poweredOn,4,vNEU-PSGT01,16.0,216.1494140625,216.1494140625,200.0,42.888671875
352,vm-5984,BRB-UCS-Windows-01,BRB,157.139.237.56,Microsoft Windows Server 2016 or later (64-bit),vNS-FMappP02.company.net,poweredOn,4,vNS-FMappP02,16.0,216.1767578125,216.1767578125,200.0,105.1982421875
353,vm-4013,BRB-UCS-Windows-01,BRB,157.139.237.50,Microsoft Windows Server 2019 (64-bit),vOB-ASAPPT01.company.net,poweredOn,4,vOB-ASAPPT01,16.0,416.1591796875,416.1591796875,400.0,64.3798828125
354,vm-5105,BRB-UCS-Windows-01,BRB,157.139.237.36,Microsoft Windows Server 2019 (64-bit),vOB-ASDBP01.company.net,poweredOn,8,vOB-ASDBP01,32.0,1082.4453125,1082.4453125,1050.0,231.3271484375
355,vm-5482,BRB-UCS-Windows-01,BRB,157.139.237.65,Microsoft Windows Server 2019 (64-bit),vOBGYN-ASP02.company.net,poweredOn,4,vOBGYN-ASP02,32.0,1716.4638671875,1716.4638671875,1684.0,846.6513671875
356,vm-5946,BRB-UCS-Windows-01,BRB,157.139.6.65,Microsoft Windows Server 2019 (64-bit),vOPHTH-OPTOSP01.company.net,poweredOn,10,vOPHTH-OPTOSP01,16.0,416.1201171875,416.1201171875,400.0,114.2431640625
357,vm-103143,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2012 (64-bit),,poweredOff,10,vOPHTH-OPTOSP01-clone,16.0,416.5595703125,400.0,400.0,400.0
358,vm-5506,BRB-UCS-Linux-01,BRB,157.139.250.53,Microsoft Windows Server 2019 (64-bit),vOPHTH-ZFORP01.company.net,poweredOn,12,vOPHTH-ZFORP01,32.0,2792.1103515625,2792.1103515625,2760.0,260.775390625
359,vm-4010,BRB-UCS-Windows-01,BRB,157.139.250.52,Microsoft Windows Server 2019 (64-bit),vOPHTH-ZFORT01.company.net,poweredOn,4,vOPHTH-ZFORT01,8.0,208.125,208.125,200.0,53.7685546875
360,vm-5517,BRB-UCS-Windows-01,BRB,157.139.250.55,Microsoft Windows Server 2019 (64-bit),vOPHTH-ZGWP01.company.net,poweredOn,8,vOPHTH-ZGWP01,16.0,2264.103515625,2264.103515625,2248.0,982.310546875
361,vm-46055,BRB-UCS-Windows-01,BRB,157.139.250.57,Microsoft Windows Server 2019 (64-bit),vOPHTH-ZRWP01.company.net,poweredOn,8,vOPHTH-ZRWP01,16.0,2264.134765625,2264.134765625,2248.0,306.0986328125
362,vm-133403,BRB-UCS-Windows-01,BRB,157.139.238.51,Microsoft Windows Server 2019 (64-bit),vPATH-ESLIDEP01.company.net,poweredOn,4,vPATH-ESLIDEP01,16.0,366.212890625,366.212890625,350.0,134.8720703125
363,vm-5981,BRB-UCS-Windows-01,BRB,157.139.237.87,Microsoft Windows Server 2016 or later (64-bit),vPED-SLEEPP01.company.net,poweredOn,4,vPED-SLEEPP01,16.0,216.4169921875,216.4169921875,200.0,79.7060546875
364,vm-5483,BRB-UCS-Windows-01,BRB,157.139.241.62,Microsoft Windows Server 2019 (64-bit),vPO-CLINUTILP01.company.net,poweredOn,4,vPO-CLINUTILP01,16.0,136.1552734375,136.1552734375,120.0,94.6875
365,vm-6012,BRB-UCS-Windows-01,BRB,157.139.238.84,Microsoft Windows Server 2016 or later (64-bit),vPO-COGNOSD01.company.net,poweredOn,8,vPO-COGNOSD01,32.0,1232.443359375,1232.443359375,1200.0,739.8798828125
366,vm-4460,BRB-UCS-Windows-01,BRB,157.139.237.230,Microsoft Windows Server 2019 (64-bit),vPO-COGNSQLP01.company.net,poweredOn,2,vPO-COGNSQLP01,8.0,397.103515625,397.103515625,389.0,127.23828125
367,vm-88575,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2012 (64-bit),,poweredOff,2,VPO-COGNSQLP01-clone,8.0,397.33203125,389.0,389.0,389.0
368,vm-72511,BRB-UCS-Windows-01,BRB,157.139.237.136,Microsoft Windows Server 2019 (64-bit),vPO-CORPTD02.company.net,poweredOn,16,VPO-CORPTD02,128.0,1868.423828125,1868.423828125,1740.0,1099.546875
369,vm-104677,BRB-UCS-Windows-01,BRB,157.139.6.61,Microsoft Windows Server 2019 (64-bit),vPO-CORPTSQLD01.company.net,poweredOn,8,vPO-CORPTSQLD01,32.0,1802.31640625,1802.31640625,1770.0,1175.421875
370,vm-5975,BRB-UCS-Windows-01,BRB,157.139.6.72,Microsoft Windows Server 2016 (64-bit),vPO-CORPTSQLP01.company.net,poweredOn,8,vPO-CORPTSQLP01,32.0,18082.17578125,18082.17578125,18050.0,4201.2763671875
371,vm-5948,BRB-UCS-Windows-01,BRB,157.139.6.73,Microsoft Windows Server 2016 (64-bit),vPO-CORPTSQLP02.company.net,poweredOn,8,vPO-CORPTSQLP02,32.0,18082.400390625,18082.400390625,18050.0,7447.98828125
372,vm-51259,BRB-UCS-Windows-01,BRB,157.139.226.198,Microsoft Windows Server 2019 (64-bit),vPO-CORPTT01.company.net,poweredOn,16,VPO-CORPTT01_os2019,128.0,1868.4658203125,1868.4658203125,1740.0,796.146484375
373,vm-6010,BRB-UCS-Windows-01,BRB,157.139.241.79,Microsoft Windows Server 2019 (64-bit),vPO-CRDP01.company.net,poweredOn,16,vPO-CRDP01,64.0,284.4501953125,284.4501953125,220.0,115.3642578125
374,vm-5108,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2016 or later (64-bit),,poweredOff,16,vPO-CRDP01-old-to-deleted,64.0,284.568359375,220.001953125,220.0,220.001953125
375,vm-4015,BRB-UCS-Windows-01,BRB,157.139.241.48,Microsoft Windows Server 2019 (64-bit),vPO-CRDT01.company.net,poweredOn,8,vPO-CRDT01,64.0,284.4052734375,284.4052734375,220.0,100.5380859375
376,vm-4016,BRB-UCS-Windows-01,BRB,157.139.237.62,Microsoft Windows Server 2016 or later (64-bit),vPO-MCCMP01.company.net,poweredOn,8,vPO-MCCMP01,32.0,642.44921875,642.44921875,610.0,170.4169921875
377,vm-5991,BRB-UCS-Windows-01,BRB,157.139.225.132,Microsoft Windows Server 2016 or later (64-bit),vPO-NSQIP01.company.net,poweredOn,2,vPO-NSQIP01,8.0,128.1474609375,128.1474609375,120.0,29.78515625
378,vm-5110,BRB-UCS-Windows-01,BRB,157.139.226.81,Microsoft Windows Server 2019 (64-bit),vPO-POCP01.company.net,poweredOn,16,vPO-POCP01,64.0,284.4541015625,284.4541015625,220.0,151.8974609375
379,vm-4012,BRB-UCS-Windows-01,BRB,157.139.226.61,Microsoft Windows Server 2019 (64-bit),vPO-POCT01.company.net,poweredOn,4,vPO-POCT01,16.0,236.1298828125,236.1298828125,220.0,138.916015625
380,vm-6000,BRB-UCS-Windows-01,BRB,157.139.225.126,Microsoft Windows Server 2019 (64-bit),vPO-POIPAP02.company.net,poweredOn,4,vPO-POIPAP02,16.0,196.294921875,196.294921875,180.0,133.1943359375
381,vm-5942,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2012 (64-bit),vPO-POIPAP02.company.net,poweredOff,4,vPO-POIPAP02_2012os,16.0,196.556640625,180.0029296875,180.0,180.0029296875
382,vm-5982,BRB-UCS-Windows-01,BRB,no ip,none specified,,poweredOff,2,vPO-POIPAP03,16.0,196.6259765625,180.0732421875,180.0,180.0732421875
383,vm-5979,BRB-UCS-Windows-01,BRB,no ip,none specified,,poweredOff,2,vPO-POIPAT02,8.0,88.5888671875,80.037109375,80.0,80.037109375
384,vm-78105,BRB-UCS-Windows-01,BRB,157.139.241.97,Microsoft Windows Server 2019 (64-bit),vPO-POIPAT03.company.net,poweredOn,4,vPO-POIPAT03,16.0,116.158203125,116.158203125,100.0,50.9892578125
385,vm-5980,BRB-UCS-Windows-01,BRB,157.139.237.66,Microsoft Windows Server 2016 or later (64-bit),vPO-POIPAWBP02.company.net,poweredOn,2,vPO-POIPAWBP02,4.0,84.08984375,84.08984375,80.0,38.9990234375
386,vm-144250,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2016 or later (64-bit),,poweredOff,2,vPO-POIPAWBP02-clone,4.0,84.5517578125,80.0,80.0,80.0
387,vm-64960,BRB-UCS-Windows-01,BRB,157.139.237.92,Microsoft Windows Server 2019 (64-bit),vPO-POPSETLP01.company.net,poweredOn,4,vPO-POPSETLP01,16.0,116.2548828125,116.2548828125,100.0,27.4580078125
388,vm-64961,BRB-UCS-Windows-01,BRB,157.139.226.65,Microsoft Windows Server 2019 (64-bit),vPO-POPSETLP02.company.net,poweredOn,4,vPO-POPSETLP02,16.0,116.224609375,116.224609375,100.0,27.279296875
389,vm-105183,BRB-UCS-Windows-01,BRB,157.139.226.106,Microsoft Windows Server 2019 (64-bit),vPO-POPSETLT01.company.net,poweredOn,4,vPO-POPSETLT01,16.0,116.2529296875,116.2529296875,100.0,27.443359375
390,vm-4434,_MGMT-CIM,BRB,157.139.6.119,Microsoft Windows Server 2019 (64-bit),vPO-PRISMP01.company.net,poweredOn,4,vPO-PRISMP01,8.0,608.2255859375,608.2255859375,600.0,208.109375
391,vm-123383,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2012 (64-bit),,poweredOff,4,VPO-PRISMP01-CLONE,8.0,608.5537109375,600.0,600.0,600.0
392,vm-5947,BRB-UCS-Windows-01,BRB,157.139.225.138,Microsoft Windows Server 2019 (64-bit),vPO-RADVEINP01.company.net,poweredOn,4,vPO-RADVEINP01,16.0,716.1982421875,716.1982421875,700.0,602.7705078125
393,vm-5990,BRB-UCS-Windows-01,BRB,157.139.237.55,Microsoft Windows Server 2016 or later (64-bit),VPO-WCONNECTP02.company.net,poweredOn,2,VPO-WCONNECTP02,16.0,636.4482421875,636.4482421875,620.0,204.1416015625
394,vm-5944,BRB-UCS-Windows-01,BRB,157.139.241.71,Microsoft Windows Server 2019 (64-bit),vRACRemoteDBp02.company.net,poweredOn,4,vRACRemoteDBp02,16.0,116.12109375,116.12109375,100.0,36.2587890625
395,vm-5994,BRB-UCS-Windows-01,BRB,157.139.225.165,Microsoft Windows Server 2019 (64-bit),vRESH-licp01.company.net,poweredOn,2,vresh-lic01,4.0,119.08203125,119.08203125,115.0,76.5966796875
396,vm-126840,BRB-UCS-Linux-01,BRB,no ip,Microsoft Windows Server 2012 (64-bit),,poweredOff,1,vresh-lic01-clone,4.0,111.55078125,107.0,107.0,107.0
397,vm-5993,BRB-UCS-Windows-01,BRB,157.139.226.180,Microsoft Windows Server 2016 or later (64-bit),vSAP-HLPFLAPP02.company.net,poweredOn,2,vSAP-HLPFLAPP02,16.0,316.4765625,316.4765625,300.0,30.7587890625
398,vm-5992,BRB-UCS-Windows-01,BRB,157.139.226.181,Microsoft Windows Server 2016 or later (64-bit),VSAP-HLPFLDBP02.company.net,poweredOn,2,VSAP-HLPFLDBP02,16.0,616.4072265625,616.4072265625,600.0,447.0263671875
399,vm-4700,BRB-UCS-Windows-01,BRB,157.139.226.240,Microsoft Windows Server 2016 or later (64-bit),vSAP-HLPFLWEBP1.company.net,poweredOn,4,vSAP-HLPFLWEBP1,16.0,316.1591796875,316.1591796875,300.0,67.8466796875
400,vm-4117,BRB-UCS-Windows-01,BRB,157.139.250.35,Microsoft Windows Server 2019 (64-bit),vSCU-TEST01.company.net,poweredOn,1,vSCU-TEST01,4.0,104.0810546875,104.0810546875,100.0,22.8173828125
401,vm-5988,BRB-UCS-Windows-01,BRB,157.139.225.211,Microsoft Windows Server 2016 or later (64-bit),vSN-MIDSRVP01.company.net,poweredOn,2,vSN-MIDSRVP01,8.0,188.08984375,188.08984375,180.0,43.7802734375
402,vm-5995,BRB-UCS-Windows-01,BRB,157.139.225.212,Microsoft Windows Server 2016 or later (64-bit),vSN-MIDSRVP02.company.net,poweredOn,2,vSN-MIDSRVP02,8.0,188.0849609375,188.0849609375,180.0,36.404296875
403,vm-6019,BRB-UCS-Windows-01,BRB,157.139.225.213,Microsoft Windows Server 2016 or later (64-bit),vSN-MIDSRVP03.company.net,poweredOn,2,vSN-MIDSRVP03,8.0,188.09375,188.09375,180.0,36.228515625
404,vm-5989,BRB-UCS-Windows-01,BRB,157.139.225.214,Microsoft Windows Server 2016 or later (64-bit),vSN-MIDSRVP04.company.net,poweredOn,2,vSN-MIDSRVP04,8.0,188.091796875,188.091796875,180.0,38.2333984375
405,vm-64958,BRB-UCS-Windows-01,BRB,157.139.225.61,Microsoft Windows Server 2019 (64-bit),vSN-MIDSRVP05.company.net,poweredOn,2,vSN-MIDSRVP05,8.0,208.0869140625,208.0869140625,200.0,30.072265625
406,vm-64959,BRB-UCS-Windows-01,BRB,157.139.225.62,Microsoft Windows Server 2019 (64-bit),vSN-MIDSRVP06.company.net,poweredOn,2,vSN-MIDSRVP06,8.0,208.0859375,208.0859375,200.0,30.7529296875
407,vm-5484,BRB-UCS-Windows-01,BRB,10.62.223.38,Microsoft Windows Server 2019 (64-bit),vSOLWINNTADBp01.company.net,poweredOn,16,vSOLWINNTADBp01,64.0,2872.4482421875,2872.4482421875,2808.0,999.7998046875
408,vm-5943,BRB-UCS-Windows-01,BRB,10.62.223.23,Microsoft Windows Server 2019 (64-bit),vSOLWINNTAp01.company.net,poweredOn,16,vSOLWINNTAp01,64.0,374.20703125,374.20703125,310.0,55.087890625
409,vm-4118,BRB-UCS-Windows-01,BRB,157.139.226.80,Microsoft Windows Server 2019 (64-bit),vWinJIRAD01.company.net,poweredOn,2,vWinJIRAD01,8.0,588.1220703125,588.1220703125,580.0,506.751953125
410,vm-5481,BRB-UCS-Windows-01,BRB,157.139.226.92,Microsoft Windows Server 2019 (64-bit),vWinJiraP01.company.net,poweredOn,2,vWinJiraP01,8.0,788.146484375,788.146484375,780.0,145.2626953125
411,vm-5111,BRB-UCS-Windows-01,BRB,157.139.241.86,Microsoft Windows Server 2019 (64-bit),vWPierDXp01.company.net,poweredOn,2,vWPierDXp01,8.0,388.140625,388.140625,380.0,43.3740234375
412,vm-5518,BRB-UCS-Windows-01,BRB,2002:9d8b:6e8::9d8b:6e8,Microsoft Windows Server 2012 (64-bit),WCMCWINSP01.company.net,poweredOn,4,WCMCWINSP01,6.0,196.1162109375,196.1162109375,190.0,98.904296875
413,vm-3178,ITSVM2,BRB,140.251.10.157,Red Hat Enterprise Linux 8 (64-bit),web10,poweredOn,1,web10,4.0,104.078125,104.078125,100.0,62.244140625
414,vm-5997,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2012 (64-bit),,poweredOff,4,wITS-CRISNETP01,8.0,303.8701171875,295.3154296875,295.314453125,295.3154296875
415,vm-5996,BRB-UCS-Windows-01,BRB,no ip,Microsoft Windows Server 2008 (64-bit),,poweredOff,4,WMCWINSP01_Clone,6.0,106.5537109375,100.0,100.0,100.0
416,vm-92083,BRB-UCS-Windows-01,BRB,no ip,none specified,,poweredOff,32,wPO-bCorptp01-INC1980408-TEMP,127.96875,9716.6826171875,0.0048828125,9716.6826171875,0.0048828125
417,vm-85595,BRB-UCS-Linux-01,BRB,157.139.226.164,SUSE Linux Enterprise 12 (64-bit),xpo-onesignp01,poweredOn,8,xBRBIMPRIG4P01,32.0,332.197265625,332.197265625,300.0,42.5
418,vm-85596,BRB-UCS-Linux-01,BRB,157.139.226.85,SUSE Linux Enterprise 12 (64-bit),xpo-onesignp02,poweredOn,2,xBRBIMPRIG4P02,8.0,308.11328125,308.11328125,300.0,33.4697265625
419,vm-81606,BRB-UCS-Linux-01,BRB,157.139.226.159,SUSE Linux Enterprise 12 (64-bit),xpo-onesignt01,poweredOn,4,xBRBIMPRIG4T03,16.0,316.1171875,316.1171875,300.0,33.318359375
420,vm-4499,BRB-UCS-Linux-01,BRB,no ip,SUSE Linux Enterprise 12 (64-bit),xpo-onesignp01,poweredOff,2,xBRBIMPRIP01,8.0,258.607421875,250.0556640625,250.0,250.0556640625
421,vm-4502,BRB-UCS-Linux-01,BRB,no ip,SUSE Linux Enterprise 12 (64-bit),xpo-onesignp02,poweredOff,2,xBRBIMPRIP02,8.0,258.6259765625,250.07421875,250.0,250.07421875
422,vm-4702,BRB-UCS-Linux-01,BRB,no ip,SUSE Linux Enterprise 12 (64-bit),,poweredOff,2,xBRBIMPRIP02_bad,8.0,258.5576171875,250.005859375,250.0,250.005859375
423,vm-4709,BRB-UCS-Linux-01,BRB,no ip,none specified,,poweredOff,2,xBRBIMPRIT02,8.0,258.5849609375,250.0322265625,250.0,250.0322265625
424,vm-3177,ITSVM2,BRB,no ip,none specified,,poweredOn,1,xIMS-HealthP01,3.0,103.087890625,103.087890625,100.0,103.087890625
425,vm-4760,BRB-UCS-Linux-01,BRB,10.62.238.37,Red Hat Enterprise Linux 6 (64-bit),isais.company.net,poweredOn,1,xISAIS,3.0,88.0791015625,88.0791015625,85.0,36.20703125
426,vm-4456,BRB-UCS-Linux-01,BRB,157.139.250.44,CentOS 8 (64-bit),xits8-jiraprod01,poweredOn,2,xits8-jiraprod01,8.0,508.0791015625,508.0791015625,500.0,7.5224609375
427,vm-4453,BRB-UCS-Linux-01,BRB,157.139.250.54,Red Hat Enterprise Linux 8 (64-bit),xits8-splunkp05,poweredOn,4,xits8-splunkp05,16.0,116.0810546875,116.0810546875,100.0,24.6181640625
428,vm-4459,BRB-UCS-Linux-01,BRB,157.139.250.43,Red Hat Enterprise Linux 8 (64-bit),xits8-splunkp06,poweredOn,4,xits8-splunkp06,16.0,116.0810546875,116.0810546875,100.0,24.1005859375
429,vm-4495,BRB-UCS-Linux-01,BRB,157.139.250.42,Red Hat Enterprise Linux 8 (64-bit),xits8-syslogp02,poweredOn,6,xits8-syslogp02,16.0,1416.0830078125,1416.0830078125,1400.0,606.0966796875
430,vm-5113,BRB-UCS-Linux-01,BRB,157.139.226.143,CentOS 4/5/6 (64-bit),xits-apcdcep01.company.net,poweredOn,1,xITS-APCDCEP01,2.0,320.078125,320.078125,318.0,9.0048828125
431,vm-5062,BRB-UCS-Linux-01,BRB,no ip,Other Linux (64-bit),,poweredOff,1,xITS-APCDCEP01-OLD,2.0,312.3330078125,310.0009765625,310.0,310.0009765625
432,vm-5119,BRB-UCS-Linux-01,BRB,157.139.237.13,Red Hat Enterprise Linux 7 (64-bit),xits-apphprp06.company.net,poweredOn,2,xits-apphprp06,8.0,308.193359375,308.193359375,300.0,86.2529296875
433,vm-5115,BRB-UCS-Linux-01,BRB,157.139.226.89,Red Hat Enterprise Linux 7 (64-bit),xits-appsp04.company.net,poweredOn,4,xits-appsp04,16.0,119.3984375,119.3984375,100.0,32.103515625
434,vm-4119,BRB-UCS-Linux-01,BRB,157.139.226.88,Red Hat Enterprise Linux 7 (64-bit),xits-appst03.company.net,poweredOn,4,xits-appst03,16.0,118.9541015625,118.9541015625,100.0,14.087890625
435,vm-75555,BRB-UCS-Linux-01,BRB,157.139.226.16,Other 4.x or later Linux (64-bit),xits-aruappt01,poweredOn,8,xits-aruappt01,16.0,1056.201171875,1056.201171875,1040.0,66.123046875
436,vm-4442,BRB-UCS-Linux-01,BRB,no ip,CentOS 4/5 (64-bit),,poweredOff,2,xITS-ARUAPPT01-original,8.0,138.3408203125,130.0087890625,130.0,130.0087890625
437,vm-5509,BRB-UCS-Linux-01,BRB,157.139.6.47,Red Hat Enterprise Linux 7 (64-bit),xits-bhr,poweredOn,16,xits-bhr,64.0,447.154296875,447.154296875,380.0,106.10546875
438,vm-5495,BRB-UCS-Linux-01,BRB,157.139.250.87,CentOS 7 (64-bit),xits-brbintersightp01.company.net,poweredOn,8,xits-brbintersightp01,16.0,516.1005859375,516.1005859375,500.0,339.29296875
439,vm-4437,BRB-UCS-Linux-01,BRB,no ip,Red Hat Enterprise Linux 6 (64-bit),,poweredOff,4,xITS-CC04,4.0,744.376953125,740.0224609375,740.0,740.0224609375
440,vm-4444,BRB-UCS-Linux-01,BRB,157.139.250.81,Red Hat Enterprise Linux 7 (64-bit),xits-cgend01,poweredOn,8,xits-cgend01,32.0,132.0849609375,132.0849609375,100.0,9.966796875
441,vm-4420,BRB-UCS-Linux-01,BRB,157.139.250.91,Red Hat Enterprise Linux 7 (64-bit),xits-cgenhpcp01,poweredOn,16,xits-cgenhpcp01,128.0,1252.0927734375,1252.0927734375,1124.0,471.6005859375
442,vm-4490,BRB-UCS-Linux-01,BRB,157.139.250.88,Red Hat Enterprise Linux 7 (64-bit),xits-cgenhpcp02,poweredOn,16,xits-cgenhpcp02,128.0,1228.0927734375,1228.0927734375,1100.0,108.0673828125
443,vm-4486,BRB-UCS-Linux-01,BRB,157.139.250.96,Red Hat Enterprise Linux 7 (64-bit),xits-cgenhpcp03,poweredOn,16,xits-cgenhpcp03,128.0,1252.0927734375,1252.0927734375,1124.0,108.900390625
444,vm-4491,BRB-UCS-Linux-01,BRB,157.139.250.72,Red Hat Enterprise Linux 7 (64-bit),xits-cgenhpcs01,poweredOn,20,xits-cgenhpcs01,128.0,1228.0966796875,1228.0966796875,1100.0,830.35546875
445,vm-4488,BRB-UCS-Linux-01,BRB,157.139.250.45,Red Hat Enterprise Linux 7 (64-bit),xits-cgenhpcs04,poweredOn,32,xits-cgenhpcs04,128.0,1228.1083984375,1228.1083984375,1100.0,234.8759765625
446,vm-24548,BRB-UCS-Linux-01,BRB,157.139.250.97,Red Hat Enterprise Linux 7 (64-bit),xits-cgenhpcs05,poweredOn,16,xits-cgenhpcs05,128.0,1228.0927734375,1228.0927734375,1100.0,109.919921875
447,vm-4711,BRB-UCS-Linux-01,BRB,157.139.225.33,CentOS 4/5/6/7 (64-bit),xits-cgenp01.company.net,poweredOn,16,xits-cgenp01,200.0,1205.6015625,1205.6015625,1005.494140625,44.0390625
448,vm-4492,BRB-UCS-Linux-01,BRB,157.139.250.83,Red Hat Enterprise Linux 8 (64-bit),xits-cgenrs01d,poweredOn,4,xits-cgenrs01d,16.0,116.0810546875,116.0810546875,100.0,46.5009765625
449,vm-4493,BRB-UCS-Linux-01,BRB,157.139.250.84,Red Hat Enterprise Linux 8 (64-bit),xits-cgenrs02d,poweredOn,4,xits-cgenrs02d,16.0,116.0810546875,116.0810546875,100.0,28.646484375
450,vm-4712,BRB-UCS-Linux-01,BRB,157.139.225.35,CentOS 4/5/6/7 (64-bit),xits-cgens01.company.net,poweredOn,16,xits-cgens01,128.0,1133.59375,1133.59375,1005.494140625,42.6220703125
451,vm-5118,BRB-UCS-Linux-01,BRB,157.139.225.133,Red Hat Enterprise Linux 7 (64-bit),xits-confdev03.company.net,poweredOn,2,xits-confdev03,8.0,869.396484375,869.396484375,860.0,148.5712890625
452,vm-4120,BRB-UCS-Linux-01,BRB,157.139.225.219,Red Hat Enterprise Linux 7 (64-bit),xits-confdev05.company.net,poweredOn,2,xits-confdev05,8.0,148.1201171875,148.1201171875,140.0,102.2861328125
453,vm-4467,BRB-UCS-Linux-01,BRB,157.139.225.194,Red Hat Enterprise Linux 7 (64-bit),xits-confprd04,poweredOn,8,xits-confprd04,16.0,1127.2900390625,1127.2900390625,1110.0,663.998046875
454,vm-4496,BRB-UCS-Linux-01,BRB,157.139.250.90,Red Hat Enterprise Linux 7 (64-bit),xits-confprd06,poweredOn,8,xits-confprd06,32.0,632.0849609375,632.0849609375,600.0,5.6845703125
455,vm-5123,BRB-UCS-Linux-01,BRB,157.139.225.215,Red Hat Enterprise Linux 7 (64-bit),xits-conf-prd5.company.net,poweredOn,2,xits-conf-prd5,8.0,209.1845703125,209.1845703125,200.0,73.078125
456,vm-4443,BRB-UCS-Linux-01,BRB,157.139.250.79,Red Hat Enterprise Linux 8 (64-bit),xits-cpathairflow01,poweredOn,1,xits-cpathairflow01,4.0,104.078125,104.078125,100.0,7.49609375
457,vm-5519,BRB-UCS-Linux-01,BRB,157.139.225.150,CentOS 7 (64-bit),dco,poweredOn,4,xits-dco,16.0,116.1171875,116.1171875,100.0,81.2744140625
458,vm-3183,ITSVM2,BRB,140.251.6.31,Red Hat Enterprise Linux 6 (64-bit),xits-duop01.company.net,poweredOn,1,xITS-DUOP01,3.0,63.181640625,30.6572265625,60.0,9.8515625
459,vm-5120,BRB-UCS-Linux-01,BRB,157.139.237.40,Red Hat Enterprise Linux 6 (64-bit),xits-duop02.company.net,poweredOn,1,xITS-DUOP02,3.0,103.0791015625,103.0791015625,100.0,8.6162109375
460,vm-4123,BRB-UCS-Linux-01,BRB,157.139.225.43,Red Hat Enterprise Linux 6 (64-bit),xits-duot01.company.net,poweredOn,1,xits-duot01,4.0,64.0791015625,64.0791015625,60.0,7.9921875
461,vm-4124,BRB-UCS-Linux-01,BRB,157.139.225.42,Red Hat Enterprise Linux 7 (64-bit),xits-ed-dev01.company.net,poweredOn,4,xits-ed-dev01,16.0,116.9716796875,116.9716796875,100.0,31.09765625
462,vm-5121,BRB-UCS-Linux-01,BRB,157.139.237.37,Red Hat Enterprise Linux 7 (64-bit),xits-edsappp02.company.net,poweredOn,4,xits-edsappp02,8.0,125.1220703125,125.1220703125,117.0,49.5517578125
463,vm-5122,BRB-UCS-Linux-01,BRB,157.139.237.54,Red Hat Enterprise Linux 7 (64-bit),xits-edsappp03.company.net,poweredOn,2,xits-edsappp03,8.0,125.125,125.125,117.0,16.384765625
464,vm-4125,BRB-UCS-Linux-01,BRB,157.139.237.88,Red Hat Enterprise Linux 7 (64-bit),xits-edsappt02.company.net,poweredOn,2,xits-edsappt02,6.0,87.271484375,87.271484375,81.0,14.3642578125
465,vm-4419,BRB-UCS-Linux-01,BRB,no ip,none specified,,poweredOn,4,xits-epdb01,16.0,176.08203125,176.08203125,160.0,176.08203125
466,vm-4418,BRB-UCS-Linux-01,BRB,no ip,none specified,,poweredOn,4,xits-epdb02,16.0,176.0810546875,176.0810546875,160.0,176.0810546875
467,vm-4417,BRB-UCS-Linux-01,BRB,no ip,none specified,,poweredOn,4,xits-epdssapp01,16.0,176.08203125,176.08203125,160.0,176.08203125
468,vm-4421,BRB-UCS-Linux-01,BRB,no ip,none specified,,poweredOn,4,xits-epdssapp02,16.0,176.08203125,176.08203125,160.0,176.08203125
469,vm-4465,BRB-UCS-Linux-01,BRB,157.139.225.73,Red Hat Enterprise Linux 7 (64-bit),xits-epicconp01,poweredOn,4,xits-epicconp01,8.0,68.166015625,68.166015625,60.0,8.5341796875
